请问您的性别是？,您所在的城市属于哪个省（直辖市/自治区/特区）？,请问您的出生年代是？,请问您的学历是？,请问您是否有海外留学经历？（以学习为目的，在国外停留超过1个月）,请问未来1-3年内，您是否有留学或继续深造计划？（多选）,您是否考虑线上教学的方式继续深造？,请问您属于以下哪种身份？,请问您所从事的行业是？,请问您在单位的岗位职能是？,关于汽车，请问以下哪个描述符合您的情况？,请问您拥有什么类型的汽车？,请问您购买的车型品牌是？,请问您购买汽车的价格是在什么范围？（如果拥有多辆车，请以价格最高的一辆车为准）,请问您未来1年内是否有购置汽车的计划？,请问您对新能源纯电动汽车的尝试意愿如何？,请问您更愿意尝试以下哪个品牌的新能源纯电动汽车？,请问您和您家人每年旅行消费支出是（排除疫情年度影响）？,请问您常规每年开展几次出境游（排除疫情年度影响，个人+商务旅行）,请问在订购机票时，您一般选择什么舱位？,请问您在选择酒店时，通常预定什么等级的酒店？（最多选择两项）,请问您在选择酒店时，通常每个房间每晚消费多少？,请问您购买过哪些品类的奢侈品？（多选）,请问您购买奢侈品的主要用途是？（多选）,请问您拥有几块机械腕表类的奢侈品?,请问您拥有几件珠宝类的奢侈品?,请问您拥有几件包/鞋/服饰类的奢侈品？,请问您购买奢侈品时的考虑因素有哪些？（多选）,请问您对以下哪些品牌的腕表感兴趣？（多选）,请问您拥有何种品牌的机械腕表？（如有多块儿腕表，请多选）,请问您购买这块机械腕表的花费是多少？（若您有多块机械腕表，则填写最贵的那块机械腕表价格）,请问您未来是否会考虑购买机械腕表，计划在多长时间内购买机械腕表？,请问您计划花多少钱来购买机械腕表？,请问您用过哪些彩妆及肤护品？或者您购买过哪些送人？（多选）,请问您或您的家庭在未来1年内计划购买以下哪些电子产品？（多选）,请问您新购/更换手机的频率是？,请问您在购买手机时，主要考虑因素有哪些？（多选）,请问您的婚姻状况是？,请问您目前的家庭情况是？,请问您的子女处在哪个人生阶段？(如您有2个及以上孩子请多选),请问您是否有宠物？,请问您每个月在宠物身上的平均花费是多少？,请问您过去一年的个人平均月收入范围是？（包括固定工资，奖金，福利，金融产品收益，资产收益等所有收入的总和）,请问过去一年您的家庭平均税前月收入范围是？（如未婚则仅包含个人；包括固定工资，奖金，福利，金融产品收益，资产收益等所有收入的总和）,请问过去一年您消费占比最高的三项是？,在闲暇时，您主要的消遣方式有哪些？（多选）,请问您平均每月网购次数？,请问您平均每月网购总金额范围？,请问您在消费时更看重以下哪点？,请问您经常使用的网购平台是？（多选）,请问您在消费时，是否容易受到他人影响？,设备,作答时长
男,上海,80后（80-84年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,自由职业者,房地产/建筑业,,有2辆及以上汽车,"[""MPV（比别克GL8等）""]","[""别克"",""本田""]",20-50万元,,非常愿意尝试,蔚来,"10,001-30,000元",1-2次,经济舱,"[""五星级/豪华型""]","801-1,500元/晚","[""机械腕表""]","[""自用""]",1块,,,"[""保值/收藏价值"",""折扣/优惠""]","[""百达翡丽PATEK PHILIPPE"",""香奈儿CHANEL""]","[""劳力士ROLEX""]",3万-5万元,不确定,,"[""植村秀"",""资生堂""]","[""手机"",""电脑整机（笔记本、一体机、平板电脑等）"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""性能/配置"",""操作系统"",""质量/耐用""]",已婚,有两个及以上孩子,"[""幼儿园前（1-3周岁）"",""小学""]",无,,"10,001-30,000元","20,001-50,000元","[""餐饮消费"",""汽车相关消费（私家车）"",""智能产品消费、电子产品消费""]","[""郊游/周边游"",""看展、逛市集""]",6-10次,"3,000～5,000元",性价比高,"[""京东"",""淘宝/天猫"",""拼多多""]",是,iOS,387
男,安徽,85后（85-89年出生）,大学本科,否,"[""none""]",否,创始人/私营业主,教育/科研/培训机构,,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""奥迪""]",50-100万元,,不愿意尝试,,"10,001-30,000元",很少,经济舱,"[""五星级/豪华型""]","1,501-3,000元/晚","[""none""]",,,,,,"[""浪琴LONGINES""]",,,不打算购买,,"[""SK-II"",""海蓝之谜La Mer""]","[""电脑整机（笔记本、一体机、平板电脑等）""]",平均3年以上购买1部手机,"[""操作系统""]",已婚,有一个孩子,"[""幼儿园前（1-3周岁）""]",无,,none,none,"[""育儿消费"",""汽车相关消费（私家车）"",""兴趣消费""]","[""玩游戏"",""朋友聚会、咖啡吧、酒吧、live house等""]",6-10次,"5,000～10,000元",质量品质,"[""淘宝/天猫"",""京东""]",否,iOS,386
男,河南,70后（70-79年出生）,大学专科,否,"[""none""]",否,企业高层管理人员,机械/制造/机电,,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""别克""]",20-50万元,,不愿意尝试,,"30,001-50,000元",很少,经济舱,"[""三星级/舒适型"",""四星级/高档型""]",800元以下/晚,"[""机械腕表""]","[""自用""]",2块,,,"[""质量"",""实用""]","[""欧米茄OMEGA"",""帝舵TUDOR""]","[""欧米茄OMEGA""]",5万-10万元,不确定,,"[""欧莱雅""]","[""摄影摄像（数码相机、单反相机、摄像机等）""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""口碑""]",已婚,有一个孩子,"[""幼儿园前（1-3周岁）""]",无,,"10,001-30,000元","100,001-150,000元","[""兴趣消费"",""育儿消费"",""旅游消费""]","[""看展、逛市集"",""郊游/周边游"",""逛商场、购物"",""读书"",""电影、连续剧"",""健身、各类运动""]",6-10次,"3,000～5,000元",质量品质,"[""淘宝/天猫"",""苏宁易购"",""亚马逊""]",否,iOS,348
男,山东,90后（90-94年出生）,大学本科,否,"[""在国内申请研究生""]",否,政府机关/公务员/事业单位,,,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""雷克萨斯""]",20-50万元,,比较愿意尝试,特斯拉,"10,000元及以下",很少,经济舱,"[""三星级/舒适型""]",800元以下/晚,"[""包""]","[""自用""]",,,2件,"[""实用"",""质量""]","[""欧米茄OMEGA""]","[""欧米茄OMEGA""]",,3年以上,5万-10万元,"[""none""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）""]",平均1-2年购买1部手机,"[""性能/配置"",""外观/造型""]",未婚,,,无,,,,"[""兴趣消费"",""旅游消费"",""智能产品消费、电子产品消费""]","[""郊游/周边游"",""玩游戏""]",10次以上,"3,000～5,000元",质量品质,"[""京东""]",否,iOS,220
女,上海,85后（85-89年出生）,大学本科,是,"[""在国内接受职业技能培训或考取职业资格证"",""在国内申请研究生""]",是,企业中层管理人员,广告/公关/媒体,市场/营销,没有汽车,,,,暂时无购车计划,比较愿意尝试,苹果,"10,001-30,000元",1-2次,经济舱,"[""四星级/高档型""]",不确定,"[""none""]",,,,,,"[""浪琴LONGINES""]",,,不确定,,"[""资生堂"",""迪奥Dior"",""Sisley""]","[""电脑整机（笔记本、一体机、平板电脑等）"",""学习设备"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""摄影摄像（数码相机、单反相机、摄像机等）"",""手机""]",平均3年以上购买1部手机,"[""品牌"",""性能/配置"",""操作系统"",""质量/耐用"",""价格"",""功能"",""口碑"",""售后服务"",""外观/造型""]",未婚,,,无,,"10,001-30,000元",,"[""旅游消费"",""智能产品消费、电子产品消费"",""学习消费""]","[""兴趣养成或技能提升类的活动/课程"",""电影、连续剧"",""读书"",""健身、各类运动"",""朋友聚会、咖啡吧、酒吧、live house等"",""看展、逛市集"",""郊游/周边游""]",1-5次,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫""]",是,iOS,538
男,江苏,85后（85-89年出生）,大学本科,是,"[""none""]",是,创始人/私营业主,健康/医疗服务,,有1辆汽车,"[""皮卡""]","[""丰田""]",拒绝回答,,不愿意尝试,,"80,001-100,000元",1-2次,商务舱,"[""四星级/高档型""]","801-1,500元/晚","[""珠宝"",""机械腕表""]","[""自用""]",1块,5件以上,,"[""保值/收藏价值"",""质量"",""定制/限量""]","[""浪琴LONGINES"",""积家JAEGER-LECOULTRE"",""百达翡丽PATEK PHILIPPE"",""江诗丹顿VACHERON CONSTANTIN"",""宝玑BREGUET"",""万国IWC""]","[""积家JAEGER-LECOULTRE"",""江诗丹顿VACHERON CONSTANTIN""]",20万以上,不确定,,"[""none""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均2-3年购买1部手机,"[""品牌"",""性能/配置""]",未婚,,,猫,"1,000元以下",none,,"[""学习消费"",""兴趣消费"",""餐饮消费""]","[""兴趣养成或技能提升类的活动/课程"",""健身、各类运动"",""读书""]",1-5次,"5,000～10,000元",质量品质,"[""亲朋好友代买"",""淘宝/天猫"",""京东""]",是,iOS,280
男,广东,80后（80-84年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,自由职业者,广告/公关/媒体,,没有汽车,,,,暂时无购车计划,非常愿意尝试,理想ONE,"10,000元及以下",很少,经济舱,"[""民宿/公寓""]",800元以下/晚,"[""none""]",,,,,,"[""万宝龙MONTBLANC""]",,,不打算购买,,"[""兰蔻Lancome"",""资生堂""]","[""电脑整机（笔记本、一体机、平板电脑等）""]",平均3年以上购买1部手机,"[""操作系统"",""外观/造型"",""性能/配置""]",不方便透露,,,无,,"80,001-100,000元",,"[""智能产品消费、电子产品消费"",""娱乐消费"",""旅游消费""]","[""兴趣养成或技能提升类的活动/课程"",""健身、各类运动""]",6-10次,"3,000元以下",质量品质,"[""苏宁易购"",""考拉海购"",""淘宝/天猫"",""京东""]",否,iOS,342
男,北京,85后（85-89年出生）,大学本科,否,"[""none""]",否,企业职员,计算机/互联网/电子,设计,没有汽车,,,,暂时无购车计划,非常愿意尝试,蔚来,"30,001-50,000元",3-5次,经济舱,"[""三星级/舒适型"",""四星级/高档型""]",800元以下/晚,"[""none""]",,,,,,"[""天梭TISSOT""]",,,不打算购买,,"[""资生堂""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均2-3年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""价格""]",未婚,,,无,,"30,001-50,000元",,"[""兴趣消费"",""娱乐消费"",""智能产品消费、电子产品消费""]","[""读书""]",1-5次,"3,000元以下",质量品质,"[""唯品会""]",否,iOS,214
男,广西,00后（2000年以后出生）,高中及以下,是,"[""到欧美地区申请研究生"",""在国内接受职业技能培训或考取职业资格证"",""在国内申请研究生""]",是,学生,,,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,非常愿意尝试,理想ONE,"10,001-30,000元",3-5次,经济舱,"[""五星级/豪华型"",""四星级/高档型""]","1,501-3,000元/晚","[""服饰"",""鞋""]","[""自用""]",,,3-4件,"[""质量"",""保值/收藏价值"",""款式/颜色"",""实用"",""品牌""]","[""卡地亚CARTIER""]","[""浪琴LONGINES""]",,不打算购买,,"[""SK-II"",""乔治阿玛尼Giorgio Armani"",""圣罗兰YSL"",""香奈儿CHANEL"",""纪梵希Givenchy"",""博柏利Burberry""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""游戏机"",""学习设备""]",平均2-3年购买1部手机,"[""性能/配置"",""外观/造型"",""品牌"",""操作系统"",""质量/耐用"",""价格"",""功能"",""售后服务""]",未婚,,,无,,,,"[""智能产品消费、电子产品消费"",""汽车相关消费（私家车）"",""兴趣消费""]","[""兴趣养成或技能提升类的活动/课程"",""郊游/周边游"",""读书"",""玩游戏"",""电影、连续剧"",""朋友聚会、咖啡吧、酒吧、live house等"",""逛商场、购物"",""话剧、戏剧、脱口秀等"",""看展、逛市集""]",6-10次,"3,000～5,000元",理念价值观,"[""淘宝/天猫"",""拼多多"",""亚马逊"",""京东"",""考拉海购""]",否,iOS,244
男,江苏,95后（95-99年出生）,大学本科,是,"[""在国内申请研究生"",""到欧美地区申请研究生""]",是,企业中层管理人员,计算机/互联网/电子,运营,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""奥迪""]",20-50万元,,比较愿意尝试,特斯拉,"30,001-50,000元",3-5次,经济舱,"[""四星级/高档型""]",800元以下/晚,"[""服饰""]","[""自用""]",,,2件,"[""款式/颜色""]","[""宝格丽BVLGARI"",""百达翡丽PATEK PHILIPPE"",""万宝龙MONTBLANC""]","[""百达翡丽PATEK PHILIPPE""]",,不打算购买,,"[""娇兰"",""圣罗兰YSL"",""迪奥Dior"",""SK-II"",""纪梵希Givenchy"",""欧莱雅"",""资生堂"",""雅诗兰黛Estee Lauder"",""香奈儿CHANEL"",""海蓝之谜La Mer"",""兰蔻Lancome"",""汤姆福特TOM FORD""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""游戏机""]",平均2-3年购买1部手机,"[""品牌""]",未婚,,,无,,none,,"[""服饰消费"",""智能产品消费、电子产品消费"",""娱乐消费""]","[""兴趣养成或技能提升类的活动/课程"",""话剧、戏剧、脱口秀等"",""玩游戏"",""电影、连续剧"",""朋友聚会、咖啡吧、酒吧、live house等""]",10次以上,"3,000～5,000元",外观颜值,"[""淘宝/天猫"",""得物""]",是,iOS,251
男,上海,70后（70-79年出生）,大学本科,否,"[""none""]",否,创始人/私营业主,计算机/互联网/电子,,没有汽车,,,,暂时无购车计划,比较愿意尝试,比亚迪,"50,001-80,000元",很少,经济舱,"[""四星级/高档型""]","801-1,500元/晚","[""机械腕表""]","[""自用""]",5块以上,,,"[""质量"",""款式/颜色"",""品牌""]","[""浪琴LONGINES""]","[""浪琴LONGINES""]",5万-10万元,不确定,,"[""SK-II"",""娇兰"",""迪奥Dior"",""雅诗兰黛Estee Lauder""]","[""电脑整机（笔记本、一体机、平板电脑等）""]",平均2-3年购买1部手机,"[""性能/配置"",""操作系统""]",已婚,有一个孩子,"[""幼儿园（3-6周岁）""]",无,,"80,001-100,000元","100,001-150,000元","[""旅游消费"",""育儿消费"",""其他""]","[""读书""]",6-10次,"5,000～10,000元",理念价值观,"[""亚马逊"",""淘宝/天猫""]",否,iOS,416
男,黑龙江,80后（80-84年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证"",""到欧美地区申请研究生""]",是,政府机关/公务员/事业单位,,,有2辆及以上汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""宝马"",""其他欧洲品牌""]",20-50万元,,比较愿意尝试,特斯拉,"10,001-30,000元",1-2次,经济舱,"[""五星级/豪华型"",""四星级/高档型""]","801-1,500元/晚","[""珠宝"",""鞋"",""包""]","[""自用""]",,2件,5件以上,"[""品牌"",""质量"",""款式/颜色"",""折扣/优惠""]","[""劳力士ROLEX"",""万国IWC"",""欧米茄OMEGA"",""卡地亚CARTIER""]","[""other"",""计划购买""]",,1-2年,5万-10万元,"[""资生堂"",""Bobbi Brown"",""娇韵诗"",""汤姆福特TOM FORD"",""迪奥Dior"",""兰蔻Lancome"",""海蓝之谜La Mer"",""SK-II"",""圣罗兰YSL"",""香奈儿CHANEL"",""雅诗兰黛Estee Lauder""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""游戏机""]",平均2-3年购买1部手机,"[""品牌"",""性能/配置"",""质量/耐用"",""口碑""]",已婚,无子女,,无,,,"50,001-10,0000元","[""兴趣消费"",""服饰消费"",""餐饮消费""]","[""玩游戏"",""读书"",""电影、连续剧"",""朋友聚会、咖啡吧、酒吧、live house等"",""逛商场、购物"",""看展、逛市集""]",1-5次,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫""]",否,iOS,1144
男,江苏,70后（70-79年出生）,大学专科,否,"[""none""]",是,企业中层管理人员,机械/制造/机电,技术/研发,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""宝马""]",20-50万元,,不愿意尝试,,"10,001-30,000元",很少,经济舱,"[""民宿/公寓"",""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""天梭TISSOT""]",,,不打算购买,,"[""欧莱雅"",""资生堂"",""SK-II""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均1-2年购买1部手机,"[""外观/造型"",""性能/配置""]",不方便透露,,,无,,none,,"[""汽车相关消费（私家车）"",""餐饮消费"",""旅游消费""]","[""电影、连续剧"",""郊游/周边游""]",1-5次,"3,000元以下",性价比高,"[""考拉海购"",""京东""]",是,iOS,431
女,重庆,90后（90-94年出生）,大学专科,否,"[""在国内接受职业技能培训或考取职业资格证"",""在国内申请研究生""]",是,政府机关/公务员/事业单位,,,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,比较愿意尝试,蔚来,"10,001-30,000元",1-2次,经济舱,"[""三星级/舒适型"",""四星级/高档型""]",800元以下/晚,"[""机械腕表"",""鞋"",""包""]","[""自用"",""送人""]",2块,,5件以上,"[""款式/颜色"",""定制/限量""]","[""香奈儿CHANEL"",""百达翡丽PATEK PHILIPPE"",""江诗丹顿VACHERON CONSTANTIN"",""卡地亚CARTIER"",""劳力士ROLEX""]","[""浪琴LONGINES"",""天梭TISSOT"",""香奈儿CHANEL""]",拒绝回答,不打算购买,,"[""汤姆福特TOM FORD"",""欧莱雅"",""ISPA"",""资生堂"",""娇韵诗"",""海蓝之谜La Mer"",""雅诗兰黛Estee Lauder"",""圣罗兰YSL"",""乔治阿玛尼Giorgio Armani"",""SK-II"",""香奈儿CHANEL"",""纪梵希Givenchy"",""迪奥Dior"",""肌肤之钥CPB"",""Sisley"",""兰蔻Lancome""]","[""学习设备""]",平均1-2年购买1部手机,"[""性能/配置"",""品牌"",""外观/造型"",""操作系统""]",未婚,,,无,,,,"[""学习消费"",""旅游消费"",""日用品消费""]","[""逛商场、购物"",""郊游/周边游"",""读书"",""看展、逛市集"",""话剧、戏剧、脱口秀等"",""朋友聚会、咖啡吧、酒吧、live house等""]",1-5次,"3,000～5,000元",理念价值观,"[""亚马逊"",""淘宝/天猫""]",否,iOS,470
男,北京,70后（70-79年出生）,硕士/MBA,否,"[""none""]",是,企业中层管理人员,房地产/建筑业,技术/研发,没有汽车,,,,暂时无购车计划,不愿意尝试,,"30,001-50,000元",1-2次,经济舱,"[""四星级/高档型"",""民宿/公寓""]","801-1,500元/晚","[""机械腕表""]","[""自用""]",1块,,,"[""品牌"",""实用""]","[""卡地亚CARTIER"",""万国IWC"",""劳力士ROLEX""]","[""万国IWC""]",1-3万元,不确定,,"[""海蓝之谜La Mer"",""植村秀"",""香奈儿CHANEL"",""迪奥Dior"",""汤姆福特TOM FORD""]","[""学习设备""]",平均2-3年购买1部手机,"[""品牌"",""操作系统"",""功能""]",已婚,有一个孩子,"[""幼儿园（3-6周岁）""]",无,,"80,001-100,000元","150,001-200,000元","[""餐饮消费"",""育儿消费"",""旅游消费""]","[""读书"",""电影、连续剧""]",10次以上,"3,000元以下",实用性强,"[""淘宝/天猫""]",否,iOS,317
女,广东,85后（85-89年出生）,硕士/MBA,否,"[""在亚太地区申请研究生""]",是,企业中层管理人员,银行/证券/保险/投资机构及互联网金融,战略/企划,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""奔驰""]",20-50万元,,非常愿意尝试,特斯拉,"10,001-30,000元",1-2次,经济舱,"[""五星级/豪华型""]","1,501-3,000元/晚","[""包""]","[""自用""]",,,3-4件,"[""款式/颜色""]","[""卡地亚CARTIER""]","[""伯爵PIAGET""]",,2-3年,5万-10万元,"[""赫莲娜HR""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""操作系统""]",未婚,,,无,,"30,001-50,000元",,"[""智能产品消费、电子产品消费"",""旅游消费"",""服饰消费""]","[""朋友聚会、咖啡吧、酒吧、live house等"",""读书"",""看展、逛市集""]",1-5次,"3,000～5,000元",外观颜值,"[""亚马逊"",""淘宝/天猫"",""小红书""]",否,iOS,247
男,北京,85后（85-89年出生）,大学本科,否,"[""none""]",否,企业职员,能源/原材料行业,市场/营销,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""其他日韩品牌""]",20-50万元,,不愿意尝试,,"10,001-30,000元",1-2次,经济舱,"[""五星级/豪华型""]","801-1,500元/晚","[""none""]",,,,,,"[""天梭TISSOT"",""浪琴LONGINES""]",,,不确定,,"[""none""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""学习设备""]",平均1-2年购买1部手机,"[""品牌""]",已婚,有一个孩子,"[""幼儿园前（1-3周岁）""]",无,,none,none,"[""餐饮消费"",""智能产品消费、电子产品消费"",""汽车相关消费（私家车）""]","[""读书"",""电影、连续剧"",""other"",""育儿""]",1-5次,"3,000元以下",质量品质,"[""苏宁易购"",""京东"",""淘宝/天猫""]",否,iOS,476
男,河南,00后（2000年以后出生）,大学本科,否,"[""在国内申请研究生""]",否,学生,,,没有汽车,,,,暂时无购车计划,比较愿意尝试,北汽新能源,"10,000元及以下",很少,经济舱,"[""四星级/高档型"",""三星级/舒适型""]",800元以下/晚,"[""none""]",,,,,,"[""other"",""没有，真当学生党都是wsc？""]",,,不打算购买,,"[""none""]","[""other"",""macbook""]",平均2-3年购买1部手机,"[""品牌"",""性能/配置"",""操作系统"",""价格""]",未婚,,,无,,,,"[""餐饮消费"",""智能产品消费、电子产品消费"",""服饰消费""]","[""健身、各类运动"",""玩游戏"",""读书"",""兴趣养成或技能提升类的活动/课程"",""电影、连续剧""]",6-10次,"3,000元以下",质量品质,"[""淘宝/天猫""]",否,iOS,213
男,贵州,70后（70-79年出生）,大学本科,否,"[""none""]",否,企业中层管理人员,银行/证券/保险/投资机构及互联网金融,市场/营销,有2辆及以上汽车,"[""SUV（比如途观、奔驰GLK等）"",""普通轿车（两厢、三厢）""]","[""奔驰"",""奥迪""]",20-50万元,,比较愿意尝试,特斯拉,"30,001-50,000元",很少,经济舱,"[""四星级/高档型""]",800元以下/晚,"[""机械腕表"",""包"",""服饰""]","[""自用""]",1块,,5件以上,"[""质量"",""款式/颜色"",""品牌""]","[""万国IWC"",""积家JAEGER-LECOULTRE"",""劳力士ROLEX""]","[""other"",""Zenith""]",3万-5万元,不确定,,"[""none""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均2-3年购买1部手机,"[""品牌"",""操作系统"",""质量/耐用"",""口碑""]",已婚,有一个孩子,"[""大学/研究生""]",无,,"10,001-30,000元","50,001-10,0000元","[""服饰消费"",""餐饮消费"",""旅游消费""]","[""郊游/周边游"",""电影、连续剧"",""朋友聚会、咖啡吧、酒吧、live house等""]",1-5次,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫"",""苏宁易购""]",否,iOS,1003
